pl_name,hostname,pl_orbper,pl_rade,pl_bmasse
Kepler-1889 b,Kepler-1889,37.30369949,2.944,8.98
Kepler-1892 b,Kepler-1892,6.33123016,1.837,4.03
Kepler-984 b,Kepler-984,43.0342272,2.12,5.14
Kepler-1595 b,Kepler-1595,4.56380468,1.23,2.04
Kepler-1596 b,Kepler-1596,66.373379,1.9,4.27
Kepler-262 c,Kepler-262,21.853722,1.64,3.33
Kepler-265 d,Kepler-265,43.130617,2.49,6.76
Kepler-261 b,Kepler-261,10.381227,2.18,5.39
Kepler-265 e,Kepler-265,67.831024,2.59,7.22
Kepler-1395 b,Kepler-1395,3.78470649,0.8,0.437
Kepler-794 b,Kepler-794,11.13125132,2.11,5.1
Kepler-784 c,Kepler-784,17.157236,1.55,3.02
Kepler-79 d,Kepler-79,52.0902,7.16,6.0
Kepler-80 f,Kepler-80,0.9867873,1.21,1.92
Kepler-1401 b,Kepler-1401,11.20066445,1.68,3.46
Kepler-1403 b,Kepler-1403,5.19492202,2.14,5.22
HD 20781 e,HD 20781,85.5073,3.83,14.03
HD 220773 b,HD 220773,3724.7,13.6,460.8
Kepler-1345 b,Kepler-1345,44.6169557,2.36,6.17
Kepler-1336 c,Kepler-1336,5.77721211,1.71,3.57
Kepler-1340 b,Kepler-1340,0.66502692,1.55,3.02
Kepler-1370 b,Kepler-1370,20.2641684,1.84,4.04
Kepler-1371 b,Kepler-1371,3.4462039,0.73,0.315
Kepler-1729 b,Kepler-1729,4.22097015,3.894,14.4
Kepler-142 d,Kepler-142,41.809118,2.16,5.31
Kepler-143 b,Kepler-143,16.007583,2.41,6.39
Kepler-1435 b,Kepler-1435,4.45343281,0.86,0.566
Kepler-1415 b,Kepler-1415,0.63642408,1.29,2.21
Kepler-1457 b,Kepler-1457,51.1110243,1.99,4.62
TOI-5126 b,TOI-5126,5.4588385,4.74,20.2
Kepler-141 b,Kepler-141,3.107675,0.69,0.257
Kepler-276 d,Kepler-276,48.648,2.8,16.3
Kepler-1039 b,Kepler-1039,0.93488424,1.46,2.73
Kepler-806 b,Kepler-806,8.09219642,1.14,1.55
Kepler-826 b,Kepler-826,4.48758907,1.25,2.1
Kepler-828 b,Kepler-828,0.56785714,1.51,2.89
Kepler-85 d,Kepler-85,17.91323,1.2,1.87
Kepler-146 c,Kepler-146,76.732171,3.13,9.96
Kepler-147 c,Kepler-147,33.416423,2.43,6.48
Kepler-146 b,Kepler-146,31.158799,3.71,13.3
Kepler-1473 b,Kepler-1473,14.4273551,1.19,1.81
Kepler-149 c,Kepler-149,55.328328,1.61,3.22
Kepler-1802 b,Kepler-1802,15.45020008,1.671,3.43
TOI-540 b,TOI-540,1.2391491,0.903,0.674
HD 103720 b,HD 103720,4.5557,14.1,197.046
WASP-148 c,WASP-148,34.524,13.9,124.58874
Kepler-859 b,Kepler-859,20.38177573,3.09,9.75
Kepler-1016 b,Kepler-1016,1.95452434,2.18,5.39
Kepler-883 b,Kepler-883,12.98495573,1.78,3.82
Kepler-852 b,Kepler-852,44.9309804,2.54,6.99
Kepler-858 b,Kepler-858,76.13602028,4.87,21.1
Gl 725 A b,Gl 725 A,11.2201,1.48,2.78
KOI-4777.01,KOI-4777,0.412,0.51,99.2
Kepler-446 b,Kepler-446,1.565409,1.5,2.86
Kepler-45 b,Kepler-45,2.455239,10.76,160.497
Kepler-1530 d,Kepler-1530,9.20761013,3.279,10.8
Kepler-154 e,Kepler-154,3.93276465,1.5,2.86
Kepler-1542 c,Kepler-1542,2.89223021,0.65,0.208
Kepler-1507 b,Kepler-1507,16.0506213,0.84,0.52
Kepler-1552 b,Kepler-1552,184.771853,2.47,6.66
Kepler-168 b,Kepler-168,4.425391,1.46,2.73
Kepler-1694 b,Kepler-1694,3.89526,1.18,1.76
Kepler-1569 b,Kepler-1569,5.79180156,1.68,3.46
Kepler-1586 b,Kepler-1586,15.6049212,1.52,2.92
Kepler-1566 b,Kepler-1566,0.53991524,0.79,0.418
Kepler-1656 b,Kepler-1656,31.562,4.574,47.8
Kepler-169 e,Kepler-169,13.767102,2.2,5.48
Kepler-1702 b,Kepler-1702,18.5012,1.602,3.2
Kepler-90 i,KOI-351,14.44912,1.32,2.3
Kepler-908 b,Kepler-908,1.34059747,1.22,1.98
Kepler-889 b,Kepler-889,3.744439,1.09,1.32
Kepler-92 d,Kepler-92,49.3568,2.067,11.86668
Kepler-924 b,Kepler-924,61.0370117,3.07,9.64
Kepler-176 b,Kepler-176,5.433074,1.43,2.63
Kepler-1854 b,Kepler-1854,39.83110046,2.587,7.21
Kepler-1701 b,Kepler-1701,169.134,2.222,5.57
Kepler-1869 b,Kepler-1869,8.16736031,1.12,1.46
Kepler-1877 b,Kepler-1877,2.37756991,0.624,0.179
Kepler-228 c,Kepler-228,4.134444,2.7,7.75
Kepler-948 b,Kepler-948,7.76846622,1.85,4.08
Kepler-975 c,Kepler-975,5.05821338,10.69,80.2
Kepler-982 b,Kepler-982,15.7738221,2.25,5.69
Kepler-99 b,Kepler-99,4.60358,1.48,6.15
Kepler-990 c,Kepler-990,0.53835431,1.53,2.96
Kepler-997 b,Kepler-997,2.70730672,1.36,2.42
Kepler-1937 b,Kepler-1937,9.68859959,3.023,9.39
Kepler-195 b,Kepler-195,8.307872,2.03,4.78
Kepler-1921 b,Kepler-1921,20.03479958,2.895,8.72
Kepler-208 d,Kepler-208,11.131786,1.2,1.87
Kepler-215 c,Kepler-215,14.667108,1.77,3.78
Kepler-242 b,Kepler-242,8.20395,2.61,7.32
Kepler-1328 b,Kepler-1328,4.52158888,0.98,0.904
Kepler-1815 b,Kepler-1815,12.19139957,2.749,7.99
TrES-2 b,TrES-2,2.47063,15.244,473.5667
Kepler-218 c,Kepler-218,44.699576,3.14,10.0
Kepler-221 c,Kepler-221,5.690586,2.93,15.1
Kepler-223 e,Kepler-223,19.72567,4.6,4.8
Kepler-224 c,Kepler-224,5.925003,3.12,9.91
Kepler-224 e,Kepler-224,18.643577,1.97,4.54
Kepler-1336 b,Kepler-1336,23.198681,1.98,4.58
Kepler-133 b,Kepler-133,8.129976,1.76,3.75
Kepler-133 c,Kepler-133,31.517586,2.84,8.45
Kepler-496 b,Kepler-496,8.30864937,2.32,5.99
Kepler-499 b,Kepler-499,5.63252845,2.17,5.35
Kepler-1349 b,Kepler-1349,2.12823928,0.7,0.271
Kepler-250 b,Kepler-250,4.148141,1.13,1.51
Kepler-250 c,Kepler-250,7.156804,2.28,5.82
Kepler-1855 b,Kepler-1855,0.72733098,1.216,1.96
Kepler-113 b,Kepler-113,4.754,1.82,11.7
Kepler-1169 b,Kepler-1169,6.11009134,0.94,0.779
Kepler-1277 b,Kepler-1277,40.8365012,1.6,3.19
Kepler-1352 b,Kepler-1352,1.87788275,0.89,0.64
Kepler-1365 c,Kepler-1365,4.77468005,0.8,0.437
Kepler-571 b,Kepler-571,4.79859939,2.64,7.46
Kepler-572 b,Kepler-572,17.20523483,2.58,7.18
Kepler-1859 b,Kepler-1859,2.72959995,1.583,3.13
Kepler-1862 b,Kepler-1862,16.05730057,2.203,5.49
Kepler-143 c,Kepler-143,27.082511,3.37,11.3
Kepler-1388 b,Kepler-1388,12.2854603,2.59,7.22
Kepler-52 c,Kepler-52,16.3850021,1.84,45.4
Kepler-177 c,Kepler-177,49.40926,8.73,14.7
Kepler-59 c,Kepler-59,17.9801235,1.98,4.58
Kepler-208 c,Kepler-208,7.466623,1.39,2.51
TOI-942 c,TOI-942,10.156272,4.67,37.0
Kepler-1895 b,Kepler-1895,6.07029009,2.119,5.14
Kepler-336 c,Kepler-336,9.600001,2.1,5.06
Kepler-178 d,Kepler-178,96.678988,3.95,14.8
Kepler-1814 c,Kepler-1814,0.62628177,1.76,3.75
Kepler-1861 b,Kepler-1861,40.0306015,2.207,5.5
Kepler-966 b,Kepler-966,99.747622,4.13,16.0
DP Leo b,DP Leo,10220.0,12.7,1995.88832
HATS-47 b,HATS-47,3.9228038,12.52,117.27927
HATS-59 c,HATS-59,1422.0,12.3,4036.441
HD 196067 b,HD 196067,3638.0,12.3,3972.85509
HD 48948 d,HD 48948,151.92,3.24,10.59
TOI-1411 b,TOI-1411,1.4520527,1.199,2.0
TOI-904 b,TOI-904,10.8772,2.426,6.46
TOI-904 c,TOI-904,83.9997,2.167,5.34
TOI-1224 b,TOI-1224,4.1782745,2.104,5.08
HATS-63 b,HATS-63,3.0566527,13.529,305.1168
TOI-615 b,TOI-615,4.6615983,18.977,138.25536
Kepler-369 c,Kepler-369,14.871572,1.41,2.57
Kepler-490 b,Kepler-490,3.26869515,11.65,
Kepler-1159 b,Kepler-1159,22.70816791,2.37,6.21
Kepler-879 c,Kepler-879,0.646716,0.4,0.0364
Kepler-1995 b,Kepler-1995,73.7578875,4.28,16.9
Kepler-189 b,Kepler-189,10.399931,1.21,1.92
Kepler-1864 b,Kepler-1864,3.88151002,0.754,0.353
Kepler-1890 b,Kepler-1890,4.82059002,0.869,0.587
Kepler-1489 c,Kepler-1489,0.680741,0.51,0.087
Kepler-516 b,Kepler-516,24.85462415,5.74,27.9
Kepler-1907 b,Kepler-1907,5.65245009,0.87,0.589
Kepler-190 c,Kepler-190,3.763024,1.46,2.73
Kepler-156 b,Kepler-156,4.973456,2.3,5.9
Kepler-164 c,Kepler-164,10.945723,2.73,7.9
Kepler-919 b,Kepler-919,11.04603384,2.25,5.69
Kepler-1042 b,Kepler-1042,10.13202575,2.19,5.43
Kepler-1953 b,Kepler-1953,6.24565983,1.286,2.2
Kepler-1964 b,Kepler-1964,2.44082999,1.781,3.83
Kepler-1933 b,Kepler-1933,4.94329023,1.18,1.76
Kepler-1587 b,Kepler-1587,9.4060467,1.33,2.33
Kepler-1590 b,Kepler-1590,7.61760804,1.14,1.55
Kepler-1704 b,Kepler-1704,988.88112,11.949,1322.16617
Kepler-1680 b,Kepler-1680,8.77424,1.36,2.42
Kepler-169 c,Kepler-169,6.195469,1.21,1.92
Kepler-1963 b,Kepler-1963,1.96226001,0.744,0.337
Kepler-423 b,Kepler-423,2.6843285,13.361,189.101
LHS 3154 b,LHS 3154,3.71778,3.69,13.15
Kepler-1598 b,Kepler-1598,4.34195123,0.95,0.809
Kepler-1600 b,Kepler-1600,386.370548,3.13,9.96
Kepler-171 c,Kepler-171,11.463462,2.56,7.08
Kepler-1725 b,Kepler-1725,16.71990013,2.813,8.31
Kepler-174 c,Kepler-174,44.000529,1.49,2.83
Kepler-199 b,Kepler-199,23.637604,3.11,9.85
Kepler-536 b,Kepler-536,1.8270823,3.1,9.8
Kepler-537 b,Kepler-537,3.24755522,1.41,2.57
Kepler-329 b,Kepler-329,7.416397,1.4,2.54
HD 89839 b,HD 89839,3441.0,12.9,1592.32032
HATS-58 A b,HATS-58 A,4.2180896,12.274,327.3649
HD 219134 c,HD 219134,6.76458,1.511,4.36
TOI-2076 d,TOI-2076,35.125686,3.431,29.0
GJ 3929 c,GJ 3929,15.04,2.26,5.71
TOI-4600 b,TOI-4600,82.6869,6.8,959.84179
Kepler-553 b,Kepler-553,4.030467,4.741,116.00737
Kepler-1996 b,Kepler-1996,32.376183,2.26,5.73
Kepler-58 d,Kepler-58,40.101371,2.94,8.96
Kepler-279 c,Kepler-279,35.736,4.3,49.4
WASP-82 b,WASP-82,2.70579,18.159,371.8611
WASP-84 c,WASP-84,1.4468849,1.95,15.2
WASP-90 b,WASP-90,3.916243,18.271,200.2329
WASP-73 b,WASP-73,4.08722,15.917,908.9938
XO-5 b,XO-5,4.1877558,12.78,378.2
TOI-1806.01,TOI-1806,15.1454693,3.41,11.5
Kepler-75 b,Kepler-75,8.8849116,11.77,3209.9
Kepler-760 c,Kepler-760,2.46697439,1.48,2.79
Kepler-67 b,Kepler-67,15.7259,2.94,8.96
Kepler-772 b,Kepler-772,12.99207337,1.82,3.97
Kepler-782 b,Kepler-782,158.6853308,3.21,10.4
Kepler-1651 b,Kepler-1651,9.87863917,1.84,4.04
Kepler-1652 b,Kepler-1652,38.09722,1.6,3.19
KIC 3558849 b,KIC 3558849,1322.3,6.9,38.1
LHS 475 b,LHS 475,2.029088,0.991,0.941
Kepler-8 b,Kepler-8,3.5224991,15.872,187.5197
Kepler-80 d,Kepler-80,3.07222,1.53,6.75
Kepler-811 b,Kepler-811,23.58447697,2.7,7.75
Kepler-815 b,Kepler-815,8.57503552,4.11,15.8
Kepler-1019 b,Kepler-1019,1.41122985,1.46,2.73
Kepler-1024 b,Kepler-1024,66.4162133,3.91,14.5
Kepler-1191 b,Kepler-1191,5.60014851,1.51,2.89
Kepler-915 b,Kepler-915,4.59489604,1.5,2.86
Kepler-949 c,Kepler-949,20.99757968,2.97,9.11
Kepler-9 c,Kepler-9,38.9853,8.08,29.9
Kepler-965 b,Kepler-965,134.2527298,3.38,11.4
Kepler-969 c,Kepler-969,1.6829346,0.99,0.937
Kepler-1393 b,Kepler-1393,2.44357812,0.8,0.437
Kepler-986 b,Kepler-986,56.4349938,2.36,6.17
Kepler-990 b,Kepler-990,9.91723428,2.6,7.27
Kepler-97 b,Kepler-97,2.58664,1.48,3.51
Kepler-971 b,Kepler-971,9.59070716,2.13,5.18
Kepler-992 b,Kepler-992,20.16034462,1.62,3.26
Kepler-1732 b,Kepler-1732,32.31240082,4.099,15.7
HD 191939 b,HD 191939,8.8803256,3.41,10.0
K2-158 c,K2-158,5.90279,1.28,2.18
HR 5183 b,HR 5183,27000.0,13.1,1052.01203
K2-219 d,K2-219,11.137278,2.576,7.16
K2-189 b,K2-189,2.588309,1.52,2.92
KELT-8 b,KELT-8,3.24406,18.159,209.7678
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,,13.2,836.0
Kepler-1210 b,Kepler-1210,8.07124073,1.7,3.53
Kepler-125 b,Kepler-125,4.164389,2.37,6.21
TOI-5678 b,TOI-5678,47.73022,4.91,20.0
Kepler-1924 b,Kepler-1924,15.33170033,2.654,7.53
Kepler-1939 b,Kepler-1939,2.7906599,1.165,1.68
TOI-125 c,TOI-125,9.15059,2.759,6.63
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,,13.9,289.22385
Kepler-1438 b,Kepler-1438,2.31942009,0.94,0.779
Kepler-1468 d,Kepler-1468,19.59059906,3.332,11.1
Kepler-1454 b,Kepler-1454,47.0319479,1.88,4.19
BD+20 2457 c,BD+20 2457,621.99,12.4,3963.17
TOI-2338 b,TOI-2338,22.65398,11.209,1900.61387
DMPP-2 b,DMPP-2,5.2072,14.3,138.89171
Kepler-1476 b,Kepler-1476,10.35863224,1.67,3.43
Kepler-1474 b,Kepler-1474,36.4333452,2.16,5.31
CoRoT-24 c,CoRoT-24,11.759,5.0,28.0
K2-117 b,K2-117,1.2916,2.03,4.78
K2-275 c,K2-275,8.4388385,2.21,5.52
Kepler-1509 b,Kepler-1509,25.4338197,1.85,4.08
Kepler-1511 b,Kepler-1511,23.2382792,1.68,3.46
Kepler-1493 b,Kepler-1493,15.0217983,1.41,2.57
Kepler-1496 b,Kepler-1496,64.6588017,2.22,5.56
Kepler-1946 b,Kepler-1946,3.03519011,2.488,6.75
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L,,6.9,38.13941
HD 97048 b,HD 97048,,13.3,794.575
Kepler-705 b,Kepler-705,56.0560538,2.11,5.1
Kepler-1539 b,Kepler-1539,133.3036741,2.7,7.75
DH Tau b,DH Tau,,30.264,3496.0
DMPP-1 c,DMPP-1,6.584,3.06,9.6
DMPP-1 d,DMPP-1,2.882,1.65,3.35
Kepler-377 b,Kepler-377,12.509529,1.39,2.51
Kepler-60 c,Kepler-60,8.9187,1.9,3.85
Kepler-1584 b,Kepler-1584,13.3997099,1.61,3.22
Kepler-512 b,Kepler-512,34.43587975,2.69,7.7
Kepler-514 b,Kepler-514,5.65179605,1.72,3.61
Kepler-511 b,Kepler-511,296.637865,6.35,33.1
Kepler-517 b,Kepler-517,60.92832271,2.67,7.61
Kepler-519 b,Kepler-519,24.3078946,2.1,5.06
Kepler-1060 b,Kepler-1060,46.8779367,2.38,6.26
Kepler-288 c,Kepler-288,19.305772,2.85,8.5
Kepler-288 d,Kepler-288,56.633742,2.67,7.61
Kepler-1283 b,Kepler-1283,12.9460978,1.91,4.31
Kepler-1296 b,Kepler-1296,8.3839865,0.91,0.693
Kepler-1303 b,Kepler-1303,7.56127224,1.42,2.6
Kepler-289 d,Kepler-289,66.0282,3.03,5.33
Kepler-29 b,Kepler-29,10.33974,2.55,5.0
Kepler-29 c,Kepler-29,13.28613,2.34,4.5
Kepler-289 b,Kepler-289,34.5383,2.49,3.7
Kepler-290 b,Kepler-290,14.589347,2.25,5.69
Kepler-385 d,Kepler-385,56.4159,2.619,7.36
Kepler-386 c,Kepler-386,25.193458,1.58,3.12
Kepler-406 c,Kepler-406,4.62332,0.85,2.71
Kepler-411 c,Kepler-411,7.834435,4.421,26.4
Kepler-416 d,Kepler-416,3.07644709,1.61,3.22
Kepler-1556 b,Kepler-1556,8.82713457,1.96,4.5
Kepler-292 e,Kepler-292,11.97901,2.67,7.61
Kepler-293 b,Kepler-293,19.254196,3.07,9.64
Kepler-1545 b,Kepler-1545,163.692349,2.7,7.75
Kepler-1562 b,Kepler-1562,64.2737752,3.55,12.3
Kepler-299 b,Kepler-299,2.927128,1.32,2.3
Kepler-30 d,Kepler-30,143.34394,8.8,23.1
Kepler-295 b,Kepler-295,12.645164,1.22,1.98
Kepler-301 b,Kepler-301,2.508553,1.35,2.39
Kepler-304 d,Kepler-304,9.653471,2.75,8.0
Kepler-1578 b,Kepler-1578,1.45088691,1.04,1.12
Kepler-1074 b,Kepler-1074,5.94566534,1.25,2.1
Kepler-1592 b,Kepler-1592,3.05710069,1.54,2.99
Kepler-31 b,Kepler-31,20.8613,5.5,25.9
Kepler-482 b,Kepler-482,56.35418576,2.36,6.17
Kepler-485 b,Kepler-485,3.2432598,14.41,
Kepler-463 b,Kepler-463,8.98101683,3.05,9.53
Kepler-51 b,Kepler-51,45.154,7.1,2.1
Kepler-510 b,Kepler-510,19.55659418,2.47,6.66
Kepler-1308 b,Kepler-1308,2.10433812,0.52,0.0933
Kepler-1309 b,Kepler-1309,28.8432647,2.37,6.21
Kepler-36 c,Kepler-36,16.21865,3.679,7.13
Kepler-366 c,Kepler-366,12.51616,1.79,3.86
Kepler-367 b,Kepler-367,37.815724,1.3,2.24
Kepler-520 c,Kepler-520,5.21104261,1.07,1.24
Kepler-523 b,Kepler-523,5.83598311,1.96,4.5
Kepler-556 b,Kepler-556,11.72292176,2.24,5.65
Kepler-56 d,Kepler-56,1002.0,12.8,1784.0
Kepler-561 b,Kepler-561,58.3620495,6.96,38.7
Kepler-1577 b,Kepler-1577,6.30560247,1.13,1.51
Kepler-330 c,Kepler-330,15.955387,1.95,4.46
Kepler-37 b,Kepler-37,13.36702,0.31,0.79
Kepler-370 b,Kepler-370,4.57953,1.59,3.15
Kepler-371 b,Kepler-371,34.763278,1.89,4.23
Kepler-368 b,Kepler-368,26.84768,3.26,10.7
Kepler-372 b,Kepler-372,6.849692,1.36,2.42
Kepler-569 b,Kepler-569,34.18890521,3.16,10.1
Kepler-57 b,Kepler-57,5.72,3.135,25.06
Kepler-561 c,Kepler-561,5.35016198,2.68,7.65
Kepler-59 b,Kepler-59,11.8681707,1.1,1.37
Kepler-60 b,Kepler-60,7.1334,1.71,4.19
Kepler-1631 b,Kepler-1631,4.09513932,1.35,2.39
Kepler-338 e,Kepler-338,9.341,1.56,8.5
Kepler-339 c,Kepler-339,6.988055,1.15,7.3
Kepler-347 c,Kepler-347,27.320871,1.75,3.71
Kepler-1637 b,Kepler-1637,6.10960324,0.89,0.64
Kepler-1981 b,Kepler-1981,453.54212,9.23,62.5
Kepler-1105 b,Kepler-1105,4.42157218,2.01,4.7
Kepler-1111 b,Kepler-1111,8.79617863,2.0,4.66
Kepler-1112 b,Kepler-1112,14.36267939,3.02,9.38
Kepler-1127 b,Kepler-1127,5.12330347,1.96,4.5
Kepler-1325 b,Kepler-1325,33.8786838,2.86,8.55
Kepler-1346 b,Kepler-1346,3.40165668,1.58,3.12
Kepler-1585 b,Kepler-1585,3.5827463,1.79,3.86
Kepler-1621 b,Kepler-1621,92.263714,2.16,5.31
Kepler-1632 b,Kepler-1632,448.303558,2.47,6.66
Kepler-1633 b,Kepler-1633,186.404271,1.58,3.12
Kepler-1883 b,Kepler-1883,103.427002,3.251,10.6
Kepler-1884 b,Kepler-1884,8.98832035,1.814,3.95
Kepler-1145 b,Kepler-1145,3.97076766,1.4,2.54
BD+20 274 b,BD+20 274,578.2,13.0,1334.886
Kepler-1628 b,Kepler-1628,76.378033,6.43,33.8
Kepler-1650 b,Kepler-1650,1.53818001,0.96,0.84
Kepler-1634 b,Kepler-1634,374.876239,3.19,10.3
TOI-2669 b,TOI-2669,6.2034,19.728,193.87533
TOI-3976 A b,TOI-3976 A,6.607662,12.274,55.61997
TOI-5388.01,TOI-5388,2.594675,1.894,4.25
NGTS-14 A b,NGTS-14 A,3.5357173,4.977,29.24036
TOI-1669 c,TOI-1669,2.6800535,2.296,13.0
NGTS-13 b,NGTS-13,4.119027,12.801,1538.2972
TOI-3912 b,TOI-3912,3.4936264,14.28,129.03833
HAT-P-65 b,HAT-P-65,2.60544751,18.058,176.07694
HATS-13 b,HATS-13,3.0440499,13.585,172.58169
KELT-6 b,KELT-6,7.8457,14.572,165.2716
HATS-51 b,HATS-51,3.3488702,15.805,244.09344
HATS-57 b,HATS-57,2.350621,12.767,1000.21101
HD 108236 b,HD 108236,3.795963,1.615,3.24
HD 48948 b,HD 48948,7.34013,2.06,4.88
HATS-41 b,HATS-41,4.193649,14.908,3082.951
Kepler-1334 b,Kepler-1334,15.64591713,2.29,5.86
WASP-37 b,WASP-37,3.577469,13.002,572.07
TOI-700 e,TOI-700,27.80978,0.953,0.818
WASP-49 b,WASP-49,2.78174,12.442,117.5971
HATS-7 b,HATS-7,3.185315,6.311,38.1396
HATS-48 A b,HATS-48 A,3.1316666,8.967,77.23269
TOI-1685 b,TOI-1685,0.66913924,1.468,3.03
WASP-110 b,WASP-110,3.77840121,13.877,162.09249
Kepler-484 b,Kepler-484,10.04556931,2.28,5.82
Kepler-51 c,Kepler-51,85.312,9.0,4.0
K2-216 b,K2-216,2.1748,1.75,8.0
K2-17 b,K2-17,17.96753,2.23,5.6
WASP-139 b,WASP-139,5.924262,8.967,37.18611
WASP-15 b,WASP-15,3.7521,15.805,171.6282
HD 3167 c,HD 3167,29.8454,3.0,11.13
LP 791-18 b,LP 791-18,0.9479981,1.212,1.94
K2-192 b,K2-192,4.162817,1.52,2.92
HATS-76 b,HATS-76,1.9416423,12.094,835.57088
K2-220 b,K2-220,13.683256,2.39,6.3
K2-247 c,K2-247,6.49424,2.19,5.43
WASP-54 b,WASP-54,3.69364,17.71,187.5197
TOI-4603 b,TOI-4603,7.24599,11.68,4096.80817
OGLE-2018-BLG-1647L b,OGLE-2018-BLG-1647L,,13.8,308.29355
GJ 1151 c,GJ 1151,389.7,3.25,10.62
GJ 9066 c,GJ 9066,771.36,9.6,66.74397
HD 73256 c,HD 73256,2690.0,12.2,5085.25451
K2-221 b,K2-221,2.399094,1.679,3.46
NGTS-27 b,NGTS-27,3.3704181,15.648,188.47225
HD 93351 b,HD 93351,2.45946,1.69,3.49611
WD 0806-661 b,WD 0806-661,,12.6,2542.62726
HD 16175 b,HD 16175,990.0,12.8,1875.1876
TOI-451 c,TOI-451,9.192522,3.1,9.8
TOI-700 d,TOI-700,37.42396,1.073,1.25
WASP-117 b,WASP-117,10.02165,11.882,95.349
WASP-130 b,WASP-130,11.55098,9.976,390.9309
WASP-119 b,WASP-119,2.49979,15.693,390.9309
K2-239 d,K2-239,10.115,1.1,1.37
CoRoT-19 b,CoRoT-19,3.89713,14.46,352.78
TOI-2048 b,TOI-2048,13.79019,2.61,7.32
TOI-2260 b,TOI-2260,0.3524728,1.62,3.26
TOI-2803 A b,TOI-2803 A,1.96229325,18.114,309.8827
WASP-69 b,WASP-69,3.86814,12.442,92.1707
TOI-1736 b,TOI-1736,7.073076,3.182,12.3
K2-285 e,K2-285,14.76289,1.95,10.7
K2-285 d,K2-285,10.45582,2.48,6.5
K2-138 b,K2-138,2.35309,1.51,3.1
HD 106270 b,HD 106270,1888.0,12.4,3623.24384
WASP-93 b,WASP-93,2.7325321,17.901,467.2101
HAT-P-59 b,HAT-P-59,4.1419771,12.588,489.45575
Kepler-1684 b,Kepler-1684,47.7055,2.871,8.6
K2-223 c,K2-223,4.562546,1.5,2.86
K2-292 b,K2-292,16.9841,2.63,24.5
K2-251 b,K2-251,9.30075,2.35,6.12
K2-255 b,K2-255,1.96417,2.9,8.75
K2-257 b,K2-257,1.60588,0.83,0.498
K2-264 c,K2-264,19.660302,2.668,7.6
K2-368 c,K2-368,9.660186,1.361,2.42
HAT-P-62 b,HAT-P-62,2.6453235,12.027,241.86742
HATS-10 b,HATS-10,3.312846,10.862,167.17858
HATS-29 b,HATS-29,4.6058749,14.022,207.54299
HATS-31 b,HATS-31,3.37796,18.383,279.6904
TOI-1224 c,TOI-1224,17.945466,2.884,8.67
WASP-76 b,WASP-76,1.80988198,20.781,284.1386
K2-32 c,K2-32,20.66093,3.134,8.1
GJ 317 b,GJ 317,695.66,13.3,794.5
GJ 317 c,GJ 317,6739.323,13.5,522.5
TOI-2328 b,TOI-2328,17.10197,9.976,50.85255
TOI-6628 b,TOI-6628,18.18424,10.985,235.19302
TOI-2295 c,TOI-2295,966.5,12.8,1783.01736
GJ 86 b,GJ 86,15.76491,12.9,1404.8086
HD 117618 b,HD 117618,25.8,8.59,55.30242
HD 12484 b,HD 12484,58.83,13.2,947.1334
HD 33844 b,HD 33844,551.40002,13.4,638.8383
GJ 96 b,GJ 96,73.94,4.67,19.66
TOI-2445 b,TOI-2445,0.3711281,1.25,2.1
HATS-16 b,HATS-16,2.686502,14.572,1039.3041
TOI-4479 b,TOI-4479,1.1589,2.82,8.35
HD 108236 c,HD 108236,6.203449,2.071,4.94
HD 108236 f,HD 108236,29.54115,2.017,4.72
HIP 39017 b,HIP 39017,31000.0,12.0,7500.75041
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,,3.67,13.03096
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,,14.1,200.2319
TOI-1410.01,TOI-1410,1.21687,3.101,12.5
Kepler-987 b,Kepler-987,105.3033148,3.26,10.7
NGTS-15 b,NGTS-15,3.27623,12.33,238.68913
NGTS-16 b,NGTS-16,4.84532,14.572,211.99155
HD 104067 b,HD 104067,55.851,9.2,62.1
NGTS-26 b,NGTS-26,4.5199279,14.886,92.80589
HD 110113 c,HD 110113,6.744,2.114,10.5
Kepler-988 b,Kepler-988,17.76080053,2.07,4.94
Kepler-552 b,Kepler-552,5.26341576,3.95,14.8
TOI-1260 b,TOI-1260,3.127463,2.41,8.56
Kepler-93 c,Kepler-93,1460.0,,954.0
Kepler-922 b,Kepler-922,0.93846683,1.42,2.6
Kepler-923 b,Kepler-923,6.93366476,1.38,2.48
Kepler-94 b,Kepler-94,2.50806,3.51,10.84
Kepler-94 c,Kepler-94,820.3,12.5,3126.0
HD 134606 b,HD 134606,12.089,2.97,9.09
Kepler-62 c,Kepler-62,12.4417,0.54,4.0
Kepler-627 b,Kepler-627,40.6994443,3.73,13.4
HD 165131 b,HD 165131,2342.6,12.1,5943.39121
HD 185283 b,HD 185283,4060.0,13.6,413.17693
Kepler-652 b,Kepler-652,4.18200253,2.49,6.76
Kepler-68 b,Kepler-68,5.39875259,2.357,8.03
Kepler-633 c,Kepler-633,23.78319931,2.296,5.89
Kepler-758 b,Kepler-758,12.1097104,2.48,6.71
Kepler-783 c,Kepler-783,7.05395,2.332,6.04
Kepler-501 c,Kepler-501,3.62276006,1.681,3.47
